Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Lao PDR,LAO,89.82,104.55,105.62,99.85,97.97,101.81,104.61,107.39,114.84,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Latvia,LVA,88.76,107.21,104.03,106.11,83.61,104.75,110.74,101.36,103.93,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Lebanon,LBN,95.09,98.71,106.2,107.16,105.24,102.51,99.76,102.46,104.14,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Lesotho,LSO,106.67,100.76,92.56,114.07,107.66,89.79,91.06,102.16,98.67,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Liberia,LBR,92.45,96.64,110.91,92.63,94.53,97.46,100.6,100.2,102.67,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Libya,LBY,100.24,100.66,99.1,98.12,102.34,101.18,104.88,105.3,105.75,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Lithuania,LTU,95.06,105.97,98.97,100.73,83.76,94.43,107.57,96.14,99.53,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Luxembourg,LUX,96.69,102.08,101.23,104.67,111.03,110.4,113.62,112.69,114.89,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,"Macao SAR, China",MAC,124.75,86.71,88.53,94.23,84.14,83.49,74.11,70.86,81.34,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Madagascar,MDG,101.05,98.72,100.23,97.92,100.64,101.6,102.17,103.9,105.91,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Malawi,MWI,103,99.05,97.96,116.56,123.76,127.04,137.83,142.95,146.13,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Malaysia,MYS,96.27,100.75,102.98,101.08,99.81,96.88,102.84,102.8,102.8,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Maldives,MDV,98.12,99.83,102.05,101.39,100.6,106.82,107.4,94.83,94.49,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Mali,MLI,89.03,98.09,112.88,113.15,123.73,127.62,136.86,126.5,136.03,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Malta,MLT,104.36,99.3,96.34,95.03,80.8,73.71,77.73,75.6,75.95,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Marshall Islands,MHL,83.33,90,126.67,126.67,80,90.04,90.04,90.04,90.84,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Mauritania,MRT,98.29,100.31,101.4,103.34,106.82,105.07,108.39,114.44,116.51,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Mauritius,MUS,102.85,99.92,97.23,97.65,90.05,94.99,80.3,83.6,84.4,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Mexico,MEX,97.45,98.44,104.11,107.85,110.33,111.8,112.74,114.11,117.03,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,"Micronesia, Fed. Sts.",FSM,100.05,99.45,100.51,101.04,118.45,118.86,119.04,119.16,121.63,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Moldova,MDA,102.1,90.67,107.23,115.78,121.39,118.64,81.46,123.11,89.67,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Mongolia,MNG,83.81,110.54,105.65,107.14,126.37,131.34,168.69,126.98,157.87,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Montenegro,MNE,94.04,97.94,108.01,97.82,102.16,99.04,102.84,101.3,100.56,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Morocco,MAR,99.96,108.01,92.03,108.67,115.89,110.86,99.7,116.58,106.07,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Mozambique,MOZ,102.08,96.05,101.87,116.87,134.67,139.27,140.99,153.68,161.67,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Myanmar,MMR,97.99,100.99,101.02,100.41,79.86,79.07,78.76,80.46,76.96,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Namibia,NAM,102.42,99.79,97.79,104.94,102.01,96.12,95.9,96.06,100.53,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Nauru,NRU,99.27,99.96,100.76,99.49,99.69,99.36,99.53,99.57,99.71,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Nepal,NPL,97.66,96.72,105.61,105.83,109.92,113.44,120.46,119.69,123.18,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Netherlands,NLD,96.63,101.11,102.26,102.47,96.33,100.72,102.3,103.93,101,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,New Caledonia,NCL,91.26,110.57,98.18,97.01,97.36,100.61,101.75,98.28,94.76,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,New Zealand,NZL,98.86,101.16,99.99,98.07,102.01,102.33,103.53,103.26,100.57,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Nicaragua,NIC,97.38,96.91,105.71,115.76,116.47,118.69,122.95,128.13,127.92,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Niger,NER,89.86,101.19,108.95,110.48,119.84,119.01,128.32,107.34,132.61,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Nigeria,NGA,95.48,97.74,106.78,109.08,114.06,109.77,112.64,117.33,119.85,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,North Macedonia,MKD,93.16,102.79,104.06,83.71,101.5,95.71,102.72,95.04,100.68,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Norway,NOR,98.85,100.13,101.03,101.35,96.64,101.62,101.36,102.22,102.72,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Oman,OMN,90.93,100,109.07,126.84,136.28,129.21,140.87,138.9,170.06,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Pakistan,PAK,98.04,100.13,101.82,105.47,106.38,109.84,115.98,121.38,122.43,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Panama,PAN,99.45,100.09,100.45,102.8,106.3,107.36,107.17,111.52,115.45,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Papua New Guinea,PNG,99.55,99.93,100.52,100.64,101.64,101.24,98.87,100.07,100.55,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Paraguay,PRY,99.6,98.81,101.59,110.54,110.22,102.2,116.83,110.12,85.44,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Peru,PER,97.76,99.02,103.23,103.96,112.1,116.69,118.74,123.55,128.07,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Philippines,PHL,100.59,100.77,98.64,101.95,101.61,101.33,100.67,100.25,100.51,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Poland,POL,101.74,96.53,101.73,106.19,102.62,101.5,111.87,110.69,111.71,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Portugal,PRT,93.66,107.54,98.8,110.26,102.07,111.93,108.16,128.07,110.34,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Puerto Rico (US),PRI,98.08,101.53,100.39,100.55,98.51,95.06,95.41,91.37,95.25,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Qatar,QAT,80.85,113.19,105.96,105.98,141.17,136.27,159.38,169.63,145.71,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Romania,ROU,103.07,96.09,100.84,115.92,118.69,112.46,86.87,106.69,85.18,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Russian Federation,RUS,97.51,100.04,102.44,107.43,104.69,110,112.01,111.63,126.44,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Rwanda,RWA,96.82,101.11,102.07,105.24,110.27,112.61,113.66,117.85,117.31,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Samoa,WSM,121.52,89.29,89.19,86.03,83.76,78.82,78.5,84.84,83.05,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Sao Tome and Principe,STP,106.36,89.32,104.32,110.88,106.78,106.54,105.67,106.4,107.25,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Saudi Arabia,SAU,91.23,101.45,107.33,122.02,128.79,144.94,170.03,167.23,172.66,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Senegal,SEN,84.48,110.23,105.29,134.25,152.86,153.59,183.45,179.91,177.49,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Serbia,SRB,98.02,94.39,107.59,90.75,107.67,107.81,110.92,104.24,98.37,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Seychelles,SYC,95.09,100.06,104.85,90.51,109.16,120.21,129.34,151.24,149.83,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Sierra Leone,SLE,110.05,96.35,93.6,84.47,88.66,78.32,91.46,130.56,104.72,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Singapore,SGP,95.25,99.27,105.48,133.2,111.07,123.45,123.38,133.72,131.01,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Slovak Republic,SVK,104.72,89.58,105.7,91.88,97.89,97.92,102.6,97.37,86.15,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Slovenia,SVN,97.67,101.74,100.59,97.55,102.6,99.91,104.99,97.8,94,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Solomon Islands,SLB,99.84,100.59,99.58,100.37,100.76,100.87,100.77,101.58,100.49,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,"Somalia, Fed. Rep.",SOM,100.56,101.91,97.54,98.37,98.95,99.76,100.14,99.82,98.94,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,South Africa,ZAF,102.96,100.99,96.06,105.85,104.36,104.48,111.43,114.24,113.24,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,South Sudan,SSD,98.42,100.49,101.1,100.66,101.96,110.73,106.85,114.19,114.76,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Spain,ESP,94.5,99.39,106.12,101.65,117.73,106.52,117.43,116.79,98.83,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Sri Lanka,LKA,96.87,104.29,98.84,88.82,97.72,99.46,108.5,119.22,99.24,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,St. Kitts and Nevis,KNA,100.99,99.72,99.29,95.34,96.29,97.35,95.35,105.93,115.11,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,St. Lucia,LCA,101.3,101.19,97.51,99.49,103.41,101.11,88.66,78.34,90.59,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,St. Vincent and the Grenadines,VCT,101.98,100.15,97.87,99.36,100.48,101.71,102.26,101,101.11,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Sudan,SDN,103.29,91.74,104.97,101.74,117.3,113.32,116.99,110.7,116.41,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Suriname,SUR,101.66,98.2,100.14,103.52,97.93,94.71,85.81,87.81,87.89,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Sweden,SWE,99.58,102.36,98.06,100.86,84.05,100.64,101.05,96.45,101.15,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Switzerland,CHE,102.58,99.43,97.98,97.74,101.65,97.32,99.14,94.38,97.39,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Syrian Arab Republic,SYR,90.51,108.01,101.48,103.99,98.55,110.01,119.04,100.59,96.98,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Tajikistan,TJK,87.86,101.26,110.88,131.87,145.45,153.16,156,149.45,150.12,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Tanzania,TZA,98.68,103.25,98.08,96.03,104.52,105.58,112.05,112.95,109.9,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Thailand,THA,102.95,96.59,100.46,102.09,103.94,100.49,96.08,100.1,104.2,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Timor-Leste,TLS,100.45,103.85,95.71,91.51,96.84,93.61,93.25,89.77,101.69,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Togo,TGO,100.84,98.5,100.67,105.89,110.32,114.05,116.4,121.99,128.24,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Tonga,TON,95.21,106.32,98.47,98.56,96.98,97.33,97.09,97.52,97.78,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Trinidad and Tobago,TTO,108.27,88.79,102.94,107.55,109.68,94.71,90.13,88.07,93.08,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Tunisia,TUN,89.59,114.82,95.59,93.75,113.3,104.26,122.9,103.49,109.55,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Turkiye,TUR,95.78,101.77,102.45,108.58,109.28,114.28,120.22,120.12,128.92,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Turkmenistan,TKM,95.8,99.04,105.16,105.39,103.14,109.74,112.42,112.29,112.03,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Tuvalu,TUV,98.81,100.21,100.97,101.93,102.33,112.61,113.47,113.48,110.82,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Uganda,UGA,101.79,103.67,94.55,103.98,105.73,118.45,139.38,151.83,135.53,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Ukraine,UKR,101.11,96.82,102.07,100.01,107.23,109.33,99.24,113.92,87.83,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,United Arab Emirates,ARE,94.36,98.36,107.28,107.31,111.15,120.4,124.53,126.83,124.86,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,United Kingdom,GBR,100.68,101.35,97.98,102.21,99.59,104.43,98.14,100.53,101.24,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,United States,USA,98.13,97.01,104.86,101.95,103.19,99.64,103.12,104.57,100.86,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Uruguay,URY,102.74,101.27,96,104.3,88.84,101.52,92.46,100.47,97.82,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Uzbekistan,UZB,93.08,100.51,106.41,101.18,105.38,105.01,106.82,109.7,114.43,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Vanuatu,VUT,105.16,97.6,97.25,83.66,82.48,83.29,81.96,84.08,82.96,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,"Venezuela, RB",VEN,105.75,104.37,95.63,91.75,84.89,84.92,89.45,88.64,89.88,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Viet Nam,VNM,98.54,100.72,100.74,102.45,105.9,105.36,107.14,112.81,113.65,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,West Bank and Gaza,PSE,103.43,90.42,106.16,111.65,127.19,126.88,116.86,117.39,111.76,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,"Yemen, Rep.",YEM,108.06,99.62,92.32,91.63,90.75,105.86,111.64,120.77,118.29,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Zambia,ZMB,105.79,92.56,101.64,124.72,114.62,110.94,120.52,127.49,119.91,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Zimbabwe,ZWE,96.85,101.1,102.05,106.59,107.82,105.74,110.34,120.52,121.68,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Africa Eastern and Southern,AFE,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Africa Western and Central,AFW,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Arab World,ARB,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Caribbean small states,CSS,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Central Europe and the Baltics,CEB,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Early-demographic dividend,EAR,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,East Asia & Pacific,EAS,98.9119775080099,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,East Asia & Pacific (excluding high income),EAP,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,East Asia & Pacific (IDA & IBRD countries),TEA,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Euro area,EMU,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Europe & Central Asia,ECS,99.1480633417672,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Europe & Central Asia (excluding high income),ECA,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Europe & Central Asia (IDA & IBRD countries),TEC,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,European Union,EUU,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Fragile and conflict affected situations,FCS,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Heavily indebted poor countries (HIPC),HPC,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,High income,HIC,97.6852168064959,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,IBRD only,IBD,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,IDA & IBRD total,IBT,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,IDA blend,IDB,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,IDA only,IDX,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,IDA total,IDA,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Late-demographic dividend,LTE,99.1474034294184,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Latin America & Caribbean,LCN,99.214788385976,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Latin America & Caribbean (excluding high income),LAC,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Latin America & the Caribbean (IDA & IBRD countries),TLA,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Least developed countries: UN classification,LDC,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Low & middle income,LMY,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Low income,LIC,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Lower middle income,LMC,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,"Middle East, North Africa, Afghanistan & Pakistan",MEA,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Middle income,MIC,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,North America,NAC,99.5128303401479,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,OECD members,OED,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Other small states,OSS,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Pacific island small states,PSS,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Post-demographic dividend,PST,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Pre-demographic dividend,PRE,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Small states,SST,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,South Asia,SAS,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,South Asia (IDA & IBRD),TSA,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Sub-Saharan Africa,SSF,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Sub-Saharan Africa (excluding high income),SSA,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Sub-Saharan Africa (IDA & IBRD countries),TSS,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Upper middle income,UMC,100,100,100,100,100,100,100,..,..,..,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,World,WLD,99.3228261915629,100,100,100,100,100,100,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Afghanistan,AFG,495.086795763615,648.398821833678,662.618286645359,986.802030456853,847.546531302877,535.52672808172,427.561571724008,255.25474713292,248.022811305383,324.290280127844,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Algeria,DZA,40.5146746065504,21.7920079424175,14.4756415024173,14.4756415024173,14.4756415024173,14.4756415024173,14.4756415024173,14.4756415024173,14.4756415024173,14.4756415024173,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Argentina,ARG,255.653457430634,212.515005763803,258.568031959675,236.723788612896,364.065733037613,347.507168741918,356.251067556924,543.27651771747,464.863734066567,345.365477284059,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Australia,AUS,383.400090191186,285.779617715162,282.482003980916,309.279763131137,304.178979871912,307.082040263522,344.57518544561,350.460019746505,337.180374722401,409.513280867342,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Azerbaijan,AZE,..,..,..,..,..,292.515648702564,468.853559628253,31.8873590527672,31.2436208749483,55.0425193243603,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Bahrain,BHR,1.52142588648039,0.787929321742461,0.174378521102181,0.236372101247652,0.315753697045603,0.446182187431536,0.863991317992668,0.863991317992668,0.0616133354606148,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Bangladesh,BGD,469.365656919907,476.949740034662,392.375929871128,460.552036906717,572.967592592593,544.211481929794,554.92391492305,673.512882586893,665.640670932042,667.524425038907,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Belarus,BLR,16.5389601470971,14.6844496609647,11.578135404905,10.0005663542892,10.5864003310249,10.2779382394022,11.7091205207625,10.9028122690263,12.539581390488,12.6792087052903,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Belgium,BEL,23.2839332583427,22.6487307829818,21.6847039168368,19.3179988006511,22.0030650214166,18.413759233195,24.1561266958762,20.1658993015117,17.891934321776,21.0096562581786,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..
